"Title,URL,""Downloaded (date)"",""Downloaded (UTC)"",Views,Overall,""Overall Issues"""
"Start nasjonalt forløp - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/barnevern/barnevernstjenestens-vurdering-og-start/start-nasjonalt-forlop?tidligere-versjoner,""7 Mar 2026"",06:09:15,0,84.5,58"
"Informasjon og dialog med pasienten - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/hjernekreft/utredning-av-hjernekreft/informasjon-og-dialog-med-pasienten?tidligere-versjoner,""7 Mar 2026"",06:06:08,0,84.5,55"
"§ 75. Ikrafttredelse - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/helsepersonelloven-med-kommentarer/forskjellige-bestemmelser/-75.ikrafttredelse?tidligere-versjoner,""7 Mar 2026"",06:05:12,0,86.3,51"
"Bukspyttkjertelkreft - Helsedirektoratet,https://www.helsedirektoratet.no/faglige-rad/kreftkirurgi--kompetanse-og-kvalitet/organspesifikke-rad/bukspyttkjertelkreft?tidligere-versjoner,""7 Mar 2026"",06:06:22,0,83.1,62"
"Informasjon og dialog med pasienten - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/livmorkreft/utredning-av-livmorkreft/informasjon-og-dialog-med-pasienten?tidligere-versjoner,""7 Mar 2026"",06:08:43,0,84.5,55"
"§ 11-1. - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/alkoholforskriften-med-kommentarer/kapittel-11-overdragelse-av-virksomhet/-11-1?tidligere-versjoner,""7 Mar 2026"",06:08:34,0,86.3,51"
"Bakteriell meningitt - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-primaerhelsetjenesten/andre-infeksjoner/bakteriell-meningitt?tidligere-versjoner,""7 Mar 2026"",06:06:35,0,86.5,55"
"Filterfunksjon - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/hode-halskreft/inngang-til-pakkeforlop-for-hode-halskreft/filterfunksjon?tidligere-versjoner,""7 Mar 2026"",06:06:54,0,86.3,51"
"Epiglotitt - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/infeksjoner-i-ore-nese-hals-tann-og-kjeve/epiglotitt?tidligere-versjoner,""7 Mar 2026"",06:07:08,0,83.1,58"
"De hyppigst oppståtte komplikasjoner - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/lungekreft/behandling-av-lungekreft/de-hyppigst-oppstatte-komplikasjoner?tidligere-versjoner,""7 Mar 2026"",06:07:23,0,86.3,51"
"Testikkelkreft - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/pakkeforlop-for-kreft-diagnoseveiledere/diagnoseveiledere/testikkelkreft?tidligere-versjoner,""7 Mar 2026"",06:07:31,0,86.3,51"
"Forløpstid - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/nevroendokrine-svulster/behandling-av-nevroendokrine-svulster/forlopstid?tidligere-versjoner,""7 Mar 2026"",06:07:38,0,83.5,60"
"Enhet/tjeneste som det henvises til - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/henvisningsveileder/innholdet-i-henvisningen/enhettjeneste-som-det-henvises-til?tidligere-versjoner,""7 Mar 2026"",06:08:19,0,85.7,54"
"Kategori - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-tilstander/kategori?tidligere-versjoner,""7 Mar 2026"",06:11:03,0,86.3,51"
"Kontroll - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/primaer-leverkreft/oppfolging-og-kontroll-av-primaer-leverkreft/kontroll?tidligere-versjoner,""7 Mar 2026"",06:09:46,0,86.3,51"
"Pakkeforløps slutt - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/sarkom/registrering-av-koder-i-pakkeforlop-for-sarkom/pakkeforlops-slutt?tidligere-versjoner,""7 Mar 2026"",06:10:01,0,85.3,54"
"Registrering - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/livmorhalskreft/inngang-til-pakkeforlop-for-livmorhalskreft/registrering?tidligere-versjoner,""7 Mar 2026"",06:10:13,0,86.3,51"
"Henvisning til pakkeforløp - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/lymfomer/inngang-til-pakkeforlop-for-lymfomer/henvisning-til-pakkeforlop?tidligere-versjoner,""7 Mar 2026"",06:10:23,0,84.3,57"
"De hyppigst oppståtte komplikasjoner - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/peniskreft/behandling-av-peniskreft/de-hyppigst-oppstatte-komplikasjoner?tidligere-versjoner,""7 Mar 2026"",06:01:10,0,86.3,51"
"Agens - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-overfolsomhet/agens?tidligere-versjoner,""7 Mar 2026"",06:00:57,0,86.3,51"
"Galleveiskreft - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/pakkeforlop-for-kreft-diagnoseveiledere/diagnoseveiledere/galleveiskreft?tidligere-versjoner,""7 Mar 2026"",06:10:29,0,86.3,51"
"Filterfunksjon - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/testikkelkreft/inngang-til-pakkeforlop-for-testikkelkreft/filterfunksjon?tidligere-versjoner,""7 Mar 2026"",06:10:39,0,86.3,51"
"§ 11-2. - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/alkoholforskriften-med-kommentarer/kapittel-11-overdragelse-av-virksomhet/-11-2?tidligere-versjoner,""7 Mar 2026"",06:10:53,0,86.3,51"
"Pankreatitt, infiserte nekroser - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/infeksjoner-i-abdomen/pankreatitt-infiserte-nekroser?tidligere-versjoner,""7 Mar 2026"",06:00:25,0,85.3,54"
"Tobakkssalgsregisteret - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/forebygging-og-levevaner/tobakk/tobakkssalgsregisteret?tidligere-versjoner,""7 Mar 2026"",06:02:09,0,83.8,67"
"Ansvarlig for henvisning - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/nyrekreft/inngang-til-pakkeforlop-for-nyrekreft/ansvarlig-for-henvisning?tidligere-versjoner,""7 Mar 2026"",06:04:34,0,86.3,51"
"Støttebehandling og sykepleie - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/hode-halskreft/utredning-av-hode-halskreft/stottebehandling-og-sykepleie?tidligere-versjoner,""7 Mar 2026"",06:02:14,0,86.3,51"
"Kategori - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-varslinger/kategori?tidligere-versjoner,""7 Mar 2026"",06:03:07,0,86.3,51"
"Støttebehandling og sykepleie - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/testikkelkreft/utredning-av-testikkelkreft/stottebehandling-og-sykepleie?tidligere-versjoner,""7 Mar 2026"",06:03:38,0,86.3,51"
"Informasjon og dialog med pasienten - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/myelomatose/utredning-av-myelomatose/informasjon-og-dialog-med-pasienten?tidligere-versjoner,""7 Mar 2026"",06:11:10,0,81.8,61"
"Hode-halskreft - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/pakkeforlop-for-kreft-diagnoseveiledere/diagnoseveiledere/hode-halskreft?tidligere-versjoner,""7 Mar 2026"",06:11:32,0,86.3,51"
"Ansvarlig - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/hjernekreft/oppfolging-og-kontroller-av-hoygradig-hjernesvulst/ansvarlig?tidligere-versjoner,""7 Mar 2026"",06:11:44,0,86.3,51"
"Informasjon og dialog med pasienten - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/foflekkreft/utredning-av-foflekkreft/informasjon-og-dialog-med-pasienten?tidligere-versjoner,""7 Mar 2026"",06:04:18,0,86.4,51"
"Spiserør og magesekk - Helsedirektoratet,https://www.helsedirektoratet.no/faglige-rad/kreftkirurgi--kompetanse-og-kvalitet/organspesifikke-rad/spiseror-og-magesekk?tidligere-versjoner,""7 Mar 2026"",06:04:28,0,84.9,63"
"Grunnlag for vurdering - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/barnevern/barnevernstjenestens-vurdering-og-start/grunnlag-for-vurdering?tidligere-versjoner,""7 Mar 2026"",06:04:28,0,84.5,58"
"Palliativ strålebehandling - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/gynekologisk-kreft--handlingsprogram/vulvacancer/palliativ-stralebehandling,""7 Mar 2026"",02:16:52,0,80.9,142"
"Støttebehandling og sykepleie - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/testikkelkreft/behandling-av-testikkelkreft/stottebehandling-og-sykepleie,""7 Mar 2026"",02:16:18,0,86,49"
"Informasjon og dialog med pasienten - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/livmorkreft/behandling-av-livmorkreft/informasjon-og-dialog-med-pasienten,""7 Mar 2026"",02:17:12,0,85.6,49"
"Informasjon og dialog med pasienten - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/foflekkreft/behandling-av-foflekkreft/informasjon-og-dialog-med-pasienten,""7 Mar 2026"",02:21:28,0,79.7,66"
"§ 8-1. Forskrifter - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/psykisk-helsevernloven-med-kommentarer/forskjellige-bestemmelser/8-1-forskrifter,""7 Mar 2026"",02:21:22,0,72.8,64"
"Startdato - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-tilstander/startdato,""7 Mar 2026"",02:28:22,0,84.6,59"
"§ 1-1.Formål - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/rekvirering-og-utlevering-av-legemidler-m.m/alminnelige-bestemmelser/-1-1.formal,""7 Mar 2026"",02:27:36,0,86,50"
"Dagens beredskapsrutiner - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/nasjonal-legemiddelberedskap/dagens-legemiddelberedskap/dagens-beredskapsrutiner,""7 Mar 2026"",02:18:07,0,81.1,81"
"Støttebehandling og sykepleie - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/lymfomer/oppfolging-og-kontroll-av-lymfomer/stottebehandling-og-sykepleie,""7 Mar 2026"",02:26:31,0,83.4,58"
"Palliasjon - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/hjernekreft/oppfolging-og-kontroller-av-hoygradig-hjernesvulst/palliasjon,""7 Mar 2026"",02:26:08,0,85.1,51"
"Beslutning og ansvarlig enhet - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/kreft-hos-barn/behandling-av-kreft-hos-barn/beslutning-og-ansvarlig-enhet,""7 Mar 2026"",02:19:05,0,81,61"
"Registrering - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/nevroendokrine-svulster/utredning-av-nevroendokrine-svulster/registrering,""7 Mar 2026"",02:25:15,0,82.2,65"
"Sluttdato - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-tilstander/sluttdato,""7 Mar 2026"",02:24:57,0,83.9,57"
"Ansvarlig - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/primaer-leverkreft/oppfolging-og-kontroll-av-primaer-leverkreft/ansvarlig,""7 Mar 2026"",02:19:30,0,86.4,48"
"Kommentar - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-tilstander/kommentar,""7 Mar 2026"",02:20:12,0,85.4,57"
"Støttebehandling og sykepleie - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/hode-halskreft/behandling-av-hode-halskreft/stottebehandling-og-sykepleie,""7 Mar 2026"",02:23:38,0,81.6,83"
"Utredning start - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/lymfomer/registrering-av-koder-i-pakkeforlop-for-lymfomer/utredning-start,""7 Mar 2026"",02:21:25,0,80.9,57"
"§ 1-15. Opplysnings- og meldeplikt - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/alkoholloven/kapittel-1-alminnelige-bestemmelser/-1-15.opplysnings-og-meldeplikt,""7 Mar 2026"",02:21:29,0,69.1,133"
"Risikogrupper - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/livmorhalskreft/inngang-til-pakkeforlop-for-livmorhalskreft/risikogrupper,""7 Mar 2026"",02:21:43,0,85,51"
"Klinisk beslutning - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/bukspyttkjertelkreft/utredning-av-bukspyttkjertelkreft/klinisk-beslutning,""7 Mar 2026"",02:22:20,0,83.8,55"
"Utelatelse av deler i kjemiske betegnelser - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/norske-bruksnavn-i-nlk/retningslinjer/utelatelse-av-deler-i-kjemiske-betegnelser,""7 Mar 2026"",02:22:42,0,76,82"
"Hovedgrupper av behandlingsforløp - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/eggstokkreft/behandling-av-eggstokkreft/hovedgrupper-av-behandlingsforlop,""7 Mar 2026"",02:22:43,0,80.9,91"
"Epidemiologi og risikofaktorer - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/hode-hals-kreft-handlingsprogram/nasofarynks/epidemiologi-og-risikofaktorer,""7 Mar 2026"",02:21:05,0,80.2,161"
"Reaktivering av pakkeforløpet - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/barnevern/avslutning-av-nasjonalt-forlop/reaktivering-av-nasjonalt-forlop,""7 Mar 2026"",02:20:22,0,85.8,52"
"Informasjon og dialog med pasienten - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/myelomatose/behandling-av-myelomatose/informasjon-og-dialog-med-pasienten,""7 Mar 2026"",02:20:14,0,80.1,61"
"Sårinfeksjon - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-primaerhelsetjenesten/hud-og-blotdelsinfeksjoner/sarinfeksjon?tidligere-versjoner,""7 Mar 2026"",06:21:19,0,84.1,61"
"Beslutning og ansvarlig enhet - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/kreft-hos-barn/behandling-av-kreft-hos-barn/beslutning-og-ansvarlig-enhet?tidligere-versjoner,""7 Mar 2026"",06:22:30,0,86.4,51"
"EPJ-løftet for fysio- og manuellterapeuter - Helsedirektoratet,https://www.helsedirektoratet.no/om-oss/forsoksordninger-og-prosjekter/epj-loftet/epj-loftet-for-fysio-og-manuellterapeuter?tidligere-versjoner,""7 Mar 2026"",06:21:56,0,78.5,59"
"Reaktivering av pakkeforløpet - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/barnevern/avslutning-av-nasjonalt-forlop/reaktivering-av-nasjonalt-forlop?tidligere-versjoner,""7 Mar 2026"",06:21:42,0,84.4,58"
"Screening for kreft - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/diagnose-og-behandling/kreft/screeningprogram-for-kreft?tidligere-versjoner,""7 Mar 2026"",06:21:38,0,86.5,80"
"§ 71. Ikrafttredelse - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/psykisk-helsevernforskriften-med-kommentarer/sluttbestemmelser/71-ikrafttredelse?tidligere-versjoner,""7 Mar 2026"",06:12:44,0,86.3,51"
"§ 1-1.Formål - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/rekvirering-og-utlevering-av-legemidler-m.m/alminnelige-bestemmelser/-1-1.formal?tidligere-versjoner,""7 Mar 2026"",06:21:14,0,83.1,54"
"Sluttdato - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-tilstander/sluttdato?tidligere-versjoner,""7 Mar 2026"",06:20:27,0,86.3,51"
"§ 1-15. Opplysnings- og meldeplikt - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/alkoholloven/kapittel-1-alminnelige-bestemmelser/-1-15.opplysnings-og-meldeplikt?tidligere-versjoner,""7 Mar 2026"",06:16:27,0,84.3,51"
"Risikogrupper - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/livmorhalskreft/inngang-til-pakkeforlop-for-livmorhalskreft/risikogrupper?tidligere-versjoner,""7 Mar 2026"",06:12:44,0,86.3,51"
"Støttebehandling og sykepleie - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/kreft-hos-barn/behandling-av-kreft-hos-barn/stottebehandling-og-sykepleie?tidligere-versjoner,""7 Mar 2026"",06:12:49,0,86.4,51"
"Støttebehandling og sykepleie - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/hode-halskreft/behandling-av-hode-halskreft/stottebehandling-og-sykepleie?tidligere-versjoner,""7 Mar 2026"",06:13:31,0,86.3,51"
"Støttebehandling og sykepleie - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/lymfomer/oppfolging-og-kontroll-av-lymfomer/stottebehandling-og-sykepleie?tidligere-versjoner,""7 Mar 2026"",06:14:06,0,84.3,57"
"Forsøk med nye arbeids- og organisasjonsformer i helse- og omsorgstjenestene (Tørn) - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/organisering-og-tjenestetilbud/kompetanseloft-2025/torn?tidligere-versjoner,""7 Mar 2026"",06:14:58,0,80.2,57"
"Personvern - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/bilder-film-og-lydopptak-i-helse-og-omsorgstjenesten/rettslige-rammer/personvern?tidligere-versjoner,""7 Mar 2026"",06:15:02,0,86.6,51"
"Om underernæring - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/diagnose-og-behandling/underernaering/om-underernaering?tidligere-versjoner,""7 Mar 2026"",06:15:03,0,85.3,55"
"Klinisk beslutning - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/bukspyttkjertelkreft/utredning-av-bukspyttkjertelkreft/klinisk-beslutning?tidligere-versjoner,""7 Mar 2026"",06:15:35,0,84.3,57"
"Akutte odontogene infeksjoner - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-primaerhelsetjenesten/tannhelse/akutte-odontogene-infeksjoner?tidligere-versjoner,""7 Mar 2026"",06:15:38,0,84.2,58"
"Startdato - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-tilstander/startdato?tidligere-versjoner,""7 Mar 2026"",06:15:53,0,86.3,51"
"Infeksjon etter bittskader - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/hud-og-blotdelsinfeksjoner/infeksjon-etter-bittskader?tidligere-versjoner,""7 Mar 2026"",06:16:12,0,83.7,49"
"§ 4. Rett til fosterantallsreduksjon - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/abortloven-med-kommentarer/rett-til-abort-m.m/-4.rett-til-fosterantallsreduksjon?tidligere-versjoner,""7 Mar 2026"",06:20:16,0,81.3,54"
"Palliasjon - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/hjernekreft/oppfolging-og-kontroller-av-hoygradig-hjernesvulst/palliasjon?tidligere-versjoner,""7 Mar 2026"",06:16:38,0,85.2,54"
"Kommentar - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-tilstander/kommentar?tidligere-versjoner,""7 Mar 2026"",06:16:59,0,86.3,51"
"Informasjon og dialog med pasienten - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/myelomatose/behandling-av-myelomatose/informasjon-og-dialog-med-pasienten?tidligere-versjoner,""7 Mar 2026"",06:18:46,0,81.8,61"
"Støttebehandling og sykepleie - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/testikkelkreft/behandling-av-testikkelkreft/stottebehandling-og-sykepleie?tidligere-versjoner,""7 Mar 2026"",06:20:04,0,86.3,51"
"Ansvarlig - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/primaer-leverkreft/oppfolging-og-kontroll-av-primaer-leverkreft/ansvarlig?tidligere-versjoner,""7 Mar 2026"",06:19:44,0,86.3,51"
"Fastlegens rolle ved kreft - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/diagnose-og-behandling/kreft/fastlegens-rolle-ved-kreft?tidligere-versjoner,""7 Mar 2026"",06:19:42,0,85.1,47"
"§ 1-1 Formål - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/pasient-og-brukerrettighetsloven-med-kommentarer/alminnelige-bestemmelser/formal?tidligere-versjoner,""7 Mar 2026"",06:19:33,0,86.3,51"
"Livmorhalskreft - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/pakkeforlop-for-kreft-diagnoseveiledere/diagnoseveiledere/livmorhalskreft?tidligere-versjoner,""7 Mar 2026"",06:19:19,0,86.3,51"
"Utredning start - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/lymfomer/registrering-av-koder-i-pakkeforlop-for-lymfomer/utredning-start?tidligere-versjoner,""7 Mar 2026"",06:18:50,0,84.4,57"
"Informasjon og dialog med pasienten - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/livmorkreft/behandling-av-livmorkreft/informasjon-og-dialog-med-pasienten?tidligere-versjoner,""7 Mar 2026"",06:17:06,0,84.5,55"
"Tilsyn med helsepersonell - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/ansettelse-av-helsepersonell/helsemyndighetenes-ansvar/tilsyn-med-helsepersonell?tidligere-versjoner,""7 Mar 2026"",06:18:29,0,86.3,51"
"Sepsis, mistenkt utgangspunkt i nedre luftveier - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/sepsis/sepsis-mistenkt-utgangspunkt-i-nedre-luftveier?tidligere-versjoner,""7 Mar 2026"",06:18:31,0,82.1,52"
"Informasjon og dialog med pasienten - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/foflekkreft/behandling-av-foflekkreft/informasjon-og-dialog-med-pasienten?tidligere-versjoner,""7 Mar 2026"",06:18:26,0,86.4,51"
"Hovedgrupper av behandlingsforløp - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/eggstokkreft/behandling-av-eggstokkreft/hovedgrupper-av-behandlingsforlop?tidligere-versjoner,""7 Mar 2026"",06:18:15,0,86.3,51"
"Registrering - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/nevroendokrine-svulster/utredning-av-nevroendokrine-svulster/registrering?tidligere-versjoner,""7 Mar 2026"",06:18:08,0,84.3,57"
"§ 8-1. Forskrifter - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/psykisk-helsevernloven-med-kommentarer/forskjellige-bestemmelser/8-1-forskrifter?tidligere-versjoner,""7 Mar 2026"",06:17:19,0,86.3,51"
"Privat, ikke betalt hjelp - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/kommunale-helse-og-omsorgstjenester-2021/utvalgte-temaer/privat-ikke-betalt-hjelp,""7 Mar 2026"",02:30:35,0,81.6,76"
"Gyldig fra - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-varslinger/gyldig-fra,""7 Mar 2026"",02:30:25,0,87.2,48"
"Vedlegg 3 Detaljert beskrivelse av beregninger - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/pasientskader-i-norge-2023/vedlegg/vedlegg-3-detaljert-beskrivelse-av-beregninger,""7 Mar 2026"",02:29:15,0,76.6,81"
"Tiltak på pause - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/nasjonal-e-helseportefolje-januar-2024/ferdigstilte-og-nye-tiltak/tiltak-pa-pause,""7 Mar 2026"",02:31:34,0,82.9,66"
"Arbeidsform og deltakere - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/hypofyseadenomer-handlingsprogram/metode-og-prosess/arbeidsform-og-deltakere,""7 Mar 2026"",02:32:10,0,80.9,123"
"Regelverk - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/diagnose-og-behandling/persontilpasset-medisin/regelverk,""7 Mar 2026"",02:32:12,0,77.9,70"
"Gyldig til - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-varslinger/gyldig-til,""7 Mar 2026"",02:32:12,0,87.1,48"
"Blærekreft cystektomi - Helsedirektoratet,https://www.helsedirektoratet.no/faglige-rad/kreftkirurgi--kompetanse-og-kvalitet/organspesifikke-rad/blaerekreft-cystektomi,""7 Mar 2026"",02:32:48,0,81.6,91"
"Privat, ikke betalt hjelp - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/kommunale-helse-og-omsorgstjenester-2022/utvalgte-temaer/privat-ikke-betalt-hjelp,""7 Mar 2026"",02:32:42,0,81.9,72"
"Filterfunksjon - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/livmorhalskreft/inngang-til-pakkeforlop-for-livmorhalskreft/filterfunksjon,""7 Mar 2026"",02:33:59,0,84.2,54"
"Palliasjon - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/primaer-leverkreft/oppfolging-og-kontroll-av-primaer-leverkreft/palliasjon,""7 Mar 2026"",02:37:27,0,85.1,51"
"Risiko - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/nasjonal-e-helseportefolje-april-2024/status-pa-nasjonal-e-helseportefolje/risiko,""7 Mar 2026"",02:34:16,0,80.9,70"
"Informasjon og dialog med pasienten - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/eggstokkreft/utredning-av-eggstokkreft/informasjon-og-dialog-med-pasienten,""7 Mar 2026"",02:34:08,0,83.4,52"
"Gyldig fra - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-varslinger/gyldig-fra?tidligere-versjoner,""7 Mar 2026"",06:33:28,0,86.4,51"
"Pneumokokkmeningitt - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/infeksjoner-i-sentralnervesystemet/pneumokokkmeningitt?tidligere-versjoner,""7 Mar 2026"",06:25:57,0,83.6,64"
"Palliasjon - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/primaer-leverkreft/oppfolging-og-kontroll-av-primaer-leverkreft/palliasjon?tidligere-versjoner,""7 Mar 2026"",06:36:38,0,85.3,54"
"Kryptokokkmeningitt - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/infeksjoner-i-sentralnervesystemet/kryptokokkmeningitt?tidligere-versjoner,""7 Mar 2026"",06:34:05,0,83.6,64"
"Helsekompetanse – kunnskap og tiltak - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/forebygging-og-levevaner/helsekompetanse/helsekompetanse?tidligere-versjoner,""7 Mar 2026"",06:33:29,0,83.6,59"
